id,label,page_type,facebook_id
12730,Direitos Humanos Brasil,government,166000000000000    
12731,MySQL at Facebook,company,103000000000    
12732,FlySAA Germany,company,100000000000000    
12733,卓溪鄉公所,government,523000000000000    
12734,Pennyblack,company,178000000000000    
12735,Digicel,company,262000000000    
12736,Triumph,company,57660314020    
12737,Lubomír Zaorálek,politician,491000000000000    
12738,Brad Trost,politician,303000000000000    
12739,Fátima Bezerra,politician,318000000000000    
12740,"Galveston District, U.S. Army Corps of Engineers",government,312000000000    
12741,夢田文創,company,117000000000000    
12742,Jan Korte (MdB),politician,204000000000000    
12743,ForRent.com,company,38844010942    
12744,Die Fallers - Geplauder mit Giacomo,tvshow,114000000000000    
12745,Love Connection FOX,tvshow,1870000000000000    
12746,Wiko,company,561000000000000    
12747,Hüda Kaya,politician,128000000000000    
12748,Baroness von Sketch Show,tvshow,1620000000000000    
12749,The Biggest Loser,tvshow,13011195980    
12750,"City of North Las Vegas, Nevada - Municipal Government",government,177000000000    
12751,Jennie-O Turkey,company,119000000000000    
12752,Tootsie Roll,company,35951776207    
12753,Johns Creek Police Department,government,168000000000000    
12754,Jake Zweig,tvshow,155000000000000    
12755,Sibá Machado Oliveira,politician,105000000000000    
12756,Генеральний штаб ЗСУ / General Staff of the Armed Forces of Ukraine,government,454000000000000    
12757,Facebook,company,103000000000000    
12758,German Institute Taipei   德國在台協會,government,628000000000000    
12759,Daytona Beach Area Convention and Visitors Bureau,company,30723248618    
12760,Level Crossing Removal Authority,government,844000000000000    
12761,US National Weather Service Tulsa Oklahoma,government,119000000000000    
12762,NSW SES - Gosford Unit,government,136000000000000    
12763,Klaus Stöttner,politician,350000000000000    
12764,Tesouro Nacional,government,1250000000000000    
12765,Comex,company,178000000000    
12766,Alternate Route,tvshow,550000000000000    
12767,L'OCCITANE en Provence,company,194000000000    
12768,Museo de Arte Moderno de Buenos Aires,government,700000000000000    
12769,Tom Pursglove MP,politician,203000000000000    
12770,Informe Semanal,tvshow,130000000000000    
12771,Alfonso Martínez Alcázar,politician,216000000000000    
12772,Eleuses Paiva,politician,189000000000000    
12773,جميرا,company,140000000000000    
12774,DADS,tvshow,483000000000000    
12775,McDonald's,company,152000000000000    
12776,Scott Peters,politician,185000000000000    
12777,Muna Duzdar,politician,1170000000000000    
12778,Malalai Joya,politician,169000000000    
12779,7 News Wide Bay,tvshow,1430000000000000    
12780,T.C. Karlsruhe Başkonsolosluğu,government,234000000000000    
12781,Disney On Ice,company,417000000000000    
12782,Fátima Pelaes,politician,291000000000000    
12783,Manuela Schwesig,politician,196000000000    
12784,MAPFRE,company,120000000000000    
12785,"Chief Electoral Officer, Delhi",government,911000000000000    
12786,Simone Morgado,politician,385000000000000    
12787,Ambasada României în Republica Albania,government,348000000000000    
12788,Laura Rojas,politician,115000000000000    
12789,Baumholder Soldier for Life - Transition Assistance Program,government,108000000000000    
12790,Edmonton Mama,company,187000000000000    
12791,dm drogerie markt Slovensko,company,260000000000000    
12792,BEMBOS,company,185000000000    
12793,Colombia.travel,company,688000000000000    
12794,Na dobre i na złe,tvshow,173000000000000    
12795,我的自由年代,tvshow,652000000000000    
12796,AirAsia,company,173000000000000    
12797,Sports Jeopardyǃ,tvshow,1390000000000000    
12798,ROOM MATE HOTELS,company,141000000000000    
12799,Michigan Office of Retirement Services,government,497000000000000    
12800,Banana Republic Factory,company,34374914684    
12801,Apple & Eve,company,169000000000    
12802,House of Food,tvshow,343000000000000    
12803,Victims' Rights Caucus,government,120000000000000    
12804,Iain Gray,politician,488000000000000    
12805,Fly Buys NZ,company,142000000000000    
12806,Milton Dick MP,politician,1670000000000000    
12807,Defence Jobs Australia,government,235000000000000    
12808,Adrián Oliva Alcázar,politician,1590000000000000    
12809,K-Citymarket,company,253000000000000    
12810,Esther Dilcher,politician,153000000000000    
12811,The Circus: Inside the Biggest Story on Earth,tvshow,907000000000000    
12812,Once Upon a Time,tvshow,169000000000000    
12813,Ελληνική Κυβέρνηση,government,172000000000000    
12814,CLIF Bar,company,118000000000    
12815,Fernando Holiday,politician,1560000000000000    
12816,"City of Boca Raton, FL Government",government,159000000000000    
12817,NASA Planetquest,government,332000000000000    
12818,El Fonógrafo,company,119000000000000    
12819,ATMOSPHERE - Province de Québec,company,256000000000000    
12820,Simon Emil Ammitzbøll,politician,1490000000000000    
12821,Yvonne Fovargue,politician,152000000000000    
12822,SportsCenter ESPN,tvshow,1400000000000000    
12823,American Tourister Australia & New Zealand,company,126000000000000    
12824,eBay India,company,91190629059    
12825,Ministère de l'Éducation nationale Algérie - وزارة التربية الوطنية,government,251000000000000    
12826,Slovensko a Poľsko / Słowacja i Polska,government,616000000000000    
12827,Ryan Cleary,politician,219000000000000    
12828,MyTEB,company,117000000000    
12829,Annette King of Rongotai,politician,135000000000000    
12830,American Daredevils,tvshow,625000000000000    
12831,The Prime Minister of Israel,government,124000000000000    
12832,Ambassade de France à Bangui,government,731000000000000    
12833,Secret Millionaire,tvshow,124000000000000    
12834,Uttarakhand Tourism Development Board,government,493000000000000    
12835,Quaker Canada,company,149000000000000    
12836,Pennsylvania Department of Military and Veterans Affairs,government,187000000000000    
12837,The X Factor,tvshow,79294403301    
12838,Talenti gelato e sorbetto,company,77984142054    
12839,Sumol,company,51602954365    
12840,Secretaria Estadual de Logística e Transportes,government,212000000000000    
12841,Nike+ Run Club,company,109000000000000    
12842,US Army Combat Readiness Center,government,61118583543    
12843,Slam l'émission (officiel),tvshow,179000000000000    
12844,Shopping Queen,tvshow,259000000000000    
12845,Secret Escapes,company,169000000000000    
12846,Microsoft,company,151000000000000    
12847,Jeugdjournaal,tvshow,204000000000000    
12848,OPTAVIA,company,137000000000    
12849,"India in Romania (Embassy of India, Bucharest)",government,1450000000000000    
12850,L'Oréal Talent,company,461000000000000    
12851,Union européenne au Maroc,government,151000000000000    
12852,"Embassy of Canada to Costa Rica, Nicaragua and Honduras",government,234000000000000    
12853,Lloyd Kelso for President,politician,816000000000000    
12854,BBC Look North (North East & Cumbria),tvshow,101000000000000    
12855,Ben Bridge Jeweler,company,153000000000    
12856,The 700 Club,tvshow,6445306667    
12857,Heinz Ireland,company,144000000000000    
12858,Sympla,company,194000000000000    
12859,Fenix Entertainment Group,company,126000000000    
12860,Deputado Federal José Humberto - Legislatura 2011/2014,politician,279000000000000    
12861,Baymont Inn & Suites,company,38911447861    
12862,Volkswagen,company,329000000000000    
12863,DHL Paket,company,193000000000000    
12864,Walmart El Salvador,company,250000000000000    
12865,Chronicle on WCVB Channel 5,tvshow,136000000000000    
12866,Movistar El Salvador,company,112000000000000    
12867,Michael Stübgen,politician,157000000000000    
12868,Office of Community Engagement Colorado,government,1010000000000000    
12869,Ministerio De Defensa Nacional,government,388000000000000    
12870,Utopia,tvshow,669000000000000    
12871,British Embassy Tallinn,government,164000000000000    
12872,Nikki Boyd MP,politician,247000000000000    
12873,Claudia Tausend,politician,502000000000000    
12874,Michael Gidley,politician,248000000000    
12875,食尚玩家,tvshow,112000000000000    
12876,ABC Goulburn Murray,government,109000000000000    
12877,Hans Spekman,politician,493000000000000    
12878,Embajada de la República Argentina en Honduras,government,355000000000000    
12879,Dirk Heidenblut - Mitglied des Bundestages,politician,431000000000000    
12880,NSW SES Armidale Unit,government,251000000000000    
12881,M&M's Canada,company,152000000000000    
12882,Zezinho Albuquerque,politician,791000000000000    
12883,Zurich,company,614000000000000    
12884,Rocío Giaccone,politician,182000000000000    
12885,JetSmarter,company,227000000000000    
12886,Embassy of Argentina in the United States,government,1620000000000000    
12887,Andrew Gee MP,politician,219000000000000    
12888,Ruta N,government,118000000000000    
12889,José Aníbal,politician,215000000000000    
12890,阿里山國家森林遊樂區,government,1420000000000000    
12891,X-BIONIC,company,338000000000000    
12892,Shimano-MTB,company,85150372761    
12893,The Client List,tvshow,283000000000000    
12894,Juca Ferreira,politician,1400000000000000    
12895,vente privee,company,180000000000000    
12896,Manufacturing Extension Partnership,government,105000000000000    
12897,Renán Barrera Concha,politician,351000000000    
12898,NSW National Parks and Wildlife Service,government,334000000000000    
12899,Great Apes Survival Partnership (GRASP-UNEP),government,112000000000    
12900,Australia in Iran,government,1490000000000000    
12901,KIA Motors South Africa,company,94928671686    
12902,Scott Farlow MLC,politician,1590000000000000    
12903,Abarth,company,319000000000    
12904,Programa do Gugu,tvshow,314000000000000    
12905,Secretaria Municipal de Cultura de São Paulo,government,309000000000000    
12906,Senator Eric Lesser,politician,121000000000000    
12907,Neale Burgess MP,politician,138000000000000    
12908,Brazil Gov News,government,180000000000000    
12909,Frances Fitzgerald,politician,303000000000000    
12910,Mimco,company,195000000000    
12911,EU Budget,government,287000000000000    
12912,BioLite,company,225000000000000    
12913,Ambassade de France en République démocratique du Congo,government,1440000000000000    
12914,Mountain Dew Nederland,company,469000000000000    
12915,Maryam Monsef,politician,1460000000000000    
12916,Windows,company,113000000000000    
12917,"Australian Representative Office, Ramallah",government,461000000000000    
12918,Patrick Huot,politician,1470000000000000    
12919,T.C. Oslo Büyükelçiliği / Turkish Embassy in Oslo,government,369000000000000    
12920,The City of North Port - Government,government,1640000000000000    
12921,Teen Wolf,tvshow,150000000000000    
12922,Love and Hip Hop,tvshow,162000000000000    
12923,Davidson Magalhães,politician,596000000000000    
12924,KFC,company,110000000000    
12925,MARCO POLO,company,121000000000    
12926,FOI Philippines,government,334000000000000    
12927,Luxury Retreats,company,201000000000    
12928,Sven-Christian Kindler,politician,51181425698    
12929,Resurrection,tvshow,577000000000000    
12930,X-BIONIC,company,276000000000000    
12931,Swiss Chalet,company,318000000000    
12932,Swiss Miss,company,123000000000000    
12933,Nagar Nigam Dehradun,government,740000000000000    
12934,Ambassade de France en Ouzbékistan,government,200000000000000    
12935,Manchester Gazette,company,279000000000000    
12936,US Army Military District of Washington,government,168000000000    
12937,Fort Hood Warrior Transition Unit,government,224000000000    
12938,國稅局新營分局,government,620000000000000    
12939,Fort Drum Relocation Readiness Program,government,171000000000000    
12940,Christian Louboutin,company,125000000000    
12941,Νίκος Αναστασιάδης (Nicos Anastasiades),politician,108000000000000    
12942,El Programa de Ana Rosa,tvshow,437000000000    
12943,SVT Plus,tvshow,152000000000    
12944,Naturalizer México,company,556000000000000    
12945,Sue Bernal,politician,202000000000000    
12946,US National Weather Service Saint Louis Missouri,government,201000000000000    
12947,Nestlé Schöller,company,181000000000000    
12948,Dreyer's,company,54807991378    
12949,U.S. Consulate General Hong Kong and Macau,government,317000000000    
12950,KSPR News,tvshow,68059960406    
12951,Richard Sulik,politician,185000000000000    
12952,70th BSB Official,government,147000000000000    
12953,Tim Kaine,politician,7656215652    
12954,Senator Linda Frum,politician,1570000000000000    
12955,McDonald's,company,129000000000000    
12956,U.S. Bank,company,313000000000    
12957,Linda's Zomerweek,tvshow,165000000000000    
12958,Linda Voortman,politician,530000000000000    
12959,Shona Robison,politician,187000000000000    
12960,DanoneCareers,company,104000000000000    
12961,Ministère du Développement de l'Investissement et de la Coop.Internationale,government,480000000000000    
12962,North Woods Law,tvshow,308000000000000    
12963,Don Francisco Te Invita,tvshow,1690000000000000    
12964,"Charlie Company, 31st Engineer Battalion",government,323000000000000    
12965,Michelle Rowland MP,politician,140000000000000    
12966,Ian Lavery MP,politician,989000000000000    
12967,UK in Bangladesh,government,272000000000    
12968,Fernando Torres Graciano,politician,222000000000000    
12969,Carlos Lupi,politician,1480000000000000    
12970,Monica the Medium,tvshow,1040000000000000    
12971,Justin Tomlinson,politician,173000000000000    
12972,"Ministerio de Ciencia, Tecnología e Innovación Productiva de la Nación",government,201000000000    
12973,NutriMart,company,383000000000000    
12974,"Office of Planning, Research and Evaluation - OPRE",government,535000000000000    
12975,Fidelity Investments,company,242000000000    
12976,Ambasada României în Ucraina (Посольство Румунії в Україні),government,666000000000000    
12977,Columbia Sportswear,company,34296534191    
12978,Holger Zastrow,politician,114000000000000    
12979,Diane Abbott MP,politician,146000000000000    
12980,Private Practice,tvshow,127000000000    
12981,Xenius,tvshow,118000000000000    
12982,Facebook,company,366000000000    
12983,דניאל עטר - Daniel Atar,politician,225000000000000    
12984,LA Ink,tvshow,33929598148    
12985,Boxen bei RTL,tvshow,179000000000000    
12986,NESCAFÉ Dolce Gusto Norge,company,258000000000000    
12987,NSW SES Albury Unit,government,391000000000000    
12988,Ken Wyatt,politician,449000000000000    
12989,Office of West Virginia Attorney General,government,116000000000000    
12990,Consulado General y Centro de Promoción Argentino en Fráncfort del Meno,government,594000000000000    
12991,GIORDANO,company,86642792654    
12992,Forum austriaco di Cultura Milano,government,462000000000000    
12993,USFWS Southeast Region,government,135000000000000    
12994,BRAVO Sport,company,143000000000000    
12995,French Embassy in Tanzania,government,238000000000000    
12996,Israel in St. Petersburg,government,144000000000000    
12997,"New Zealand Embassy - Santiago, Chile",government,545000000000000    
12998,Bonus,company,99147748588    
12999,Peace Corps Belize,government,1620000000000000    
13000,The City,tvshow,48561231088    
13001,Ninja Warrior,tvshow,110000000000    
13002,"Onslow County Emergency Services ""Official""",government,104000000000000    
13003,Colombia Joven,government,155000000000000    
13004,Johann Wadephul,politician,1620000000000000    
13005,"Norbert Spinrath, MdB",politician,385000000000000    
13006,Irakli Garibashvili,politician,373000000000000    
13007,Better With You,tvshow,117000000000000    
13008,Hon Michael Woodhouse,politician,1640000000000000    
13009,China Eastern Airlines,company,207000000000000    
13010,Stanisław Gawłowski,politician,1480000000000000    
13011,Sir Dennis / Rock n Roll,tvshow,138000000000000    
13012,Switched at Birth,tvshow,145000000000000    
13013,"City of Manhattan, Kansas - Municipal Government",government,78413272340    
13014,Ernst Nevrivy,politician,1400000000000000    
13015,T.C. Şikago Başkonsolosluğu/Turkish Consulate General in Chicago,government,121000000000000    
13016,Cream of Rice,company,438000000000000    
13017,VBQ,tvshow,752000000000000    
13018,Apollo Sverige,company,97925109028    
13019,Taste of Hong Kong,company,1740000000000000    
13020,"Australian High Commission, Ghana",government,550000000000000    
13021,TTU Army ROTC Golden Eagle Battalion,government,178000000000000    
13022,A Craftsman's Legacy,tvshow,1420000000000000    
13023,Topaz Energy,company,209000000000000    
13024,René Cervera García,politician,399000000000000    
13025,Jack Wolfskin,company,33448039733    
13026,Disney On Ice,company,457000000000000    
13027,KLM Portugal,company,105000000000000    
13028,Standard Chartered India,company,243000000000000    
13029,Grupo Emprendimiento Cultural del Ministerio de Cultura de Colombia,government,235000000000000    
13030,חדשות הבידור,tvshow,217000000000000    
13031,MetroPCS,company,102000000000000    
13032,Gernot Blümel,politician,1640000000000000    
13033,Consulat général du Canada à Hô Chi Minh-Ville,government,906000000000000    
13034,Bent Høie,politician,129000000000000    
13035,A. Donald McEachin,politician,300000000000000    
13036,MTN Nigeria,company,130000000000000    
13037,Onslow County Government,government,235000000000000    
13038,"Missouri River Navigation, US Army Corps of Engineers",government,146000000000000    
13039,Department of Planning and Environment,government,576000000000000    
13040,Patrick McHenry,politician,314000000000    
13041,GT Bicycles,company,716000000000000    
13042,FRiENDi mobile Oman,company,125000000000000    
13043,陳亭妃,politician,111000000000000    
13044,Holland's Got Talent,tvshow,213000000000000    
13045,謝志忠　幫您講話,politician,1630000000000000    
13046,Mercado Pago,company,147000000000000    
13047,TOP CHEF Polska,tvshow,465000000000000    
13048,Congressman Patrick Meehan,government,136000000000000    
13049,Dario Tamburrano,politician,33656968596    
13050,Charlie Flanagan,politician,541000000000000    
13051,Cocktails & Classics On Logo,tvshow,143000000000000    
13052,Europ Assistance,company,124000000000    
13053,Catherine King,politician,159000000000000    
13054,L-Men,company,49458681251    
13055,Noin viikon uutiset,tvshow,766000000000000    
13056,劉建國,politician,151000000000000    
13057,Kishan Reddy Gangapuram,politician,141000000000000    
13058,Morrisons,company,133000000000000    
13059,Karine Elharrar- קארין אלהרר,politician,458000000000000    
13060,Gucci グッチ,company,124000000000000    
13061,Poseł Jakub Rutnicki,politician,222000000000000    
13062,NSW SES Tweed Coast Unit,government,1650000000000000    
13063,"India in Afghanistan (Embassy of India, Kabul)",government,220000000000000    
13064,BlaBlaCar,company,279000000000000    
13065,謝龍介,politician,219000000000000    
13066,Tokyo Gov,government,885000000000000    
13067,Roberto Basualdo,politician,306000000000000    
13068,Ministry of Transport Malaysia,government,179000000000000    
13069,Labour's Kevin McKeever,politician,654000000000000    
13070,Tastykake,company,93496972763    
13071,Austrian Cultural Forum Tokyo,government,115000000000000    
13072,Terry Sheehan,politician,1580000000000000    
13073,Andrzej Czerwiński,politician,182000000000000    
13074,Kicking & Screaming,tvshow,1130000000000000    
13075,"Bom dia Amazônia, Jornal de RO e G1 RO",tvshow,450000000000000    
13076,Consulado General de la República Argentina en Roma,government,1230000000000000    
13077,Préfet de l'Aube,government,361000000000000    
13078,Ritmo Deportivo,tvshow,105000000000000    
13079,Embassy of Belgium in Warsaw,government,487000000000000    
13080,Derek O'Brien,politician,563000000000000    
13081,Kunjungi Jepang dari Indonesia,government,685000000000000    
13082,Jorge Suárez,politician,744000000000000    
13083,Maker Studios,company,138000000000000    
13084,Emma Lane,politician,1500000000000000    
13085,Dillard's,company,149000000000    
13086,VINCI Energies,company,286000000000000    
13087,Jadranka Joksimovic,politician,121000000000000    
13088,総務省,government,428000000000000    
13089,Miguel Gonzalez Salum,politician,112000000000000    
13090,CNBC Fast Money,tvshow,481000000000000    
13091,International Business Times India,company,135000000000000    
13092,Présidence Tunisie رئاسة الجمهورية التونسية,government,271000000000000    
13093,Georgia Department of Natural Resources - Georgia DNR,government,1470000000000000    
13094,Turkish Embassy in Mogadishu,government,699000000000000    
13095,Army Knowledge Online/Defense Knowledge Online,company,111000000000000    
13096,C&A,company,109000000000000    
13097,Kaufland Romania Cariere,company,1480000000000000    
13098,European Committee of the Regions,government,527000000000000    
13099,Krišjānis Kariņš,politician,1430000000000000    
13100,Secretaria de Energia e Mineração do Estado de São Paulo,government,260000000000000    
13101,German Embassy Doha,government,1760000000000000    
13102,Ezequiel Fernandez Langan,politician,121000000000000    
13103,RTL Nord,tvshow,287000000000000    
13104,"U.S. Army Corps of Engineers, Chicago District",government,146000000000000    
13105,Valérie Plante,politician,323000000000000    
13106,U.S. General Services Administration Heartland Region,government,164000000000000    
13107,Tabasco,company,389000000000000    
13108,Taco Bell Colombia,company,124000000000000    
13109,Falmouth Police Department,government,184000000000000    
13110,Orphan Black,tvshow,422000000000000    
13111,Delta 1-19 Field Artillery,government,124000000000000    
13112,Indiana Republican Party,government,54312801874    
13113,Telemercados,company,122000000000    
13114,L’Oréal Karriere,company,350000000000    
13115,Holiday Inn Express,company,528000000000000    
13116,Lima Police Department,government,302000000000000    
13117,Microsoft Imagine,company,111000000000000    
13118,王寶萱,politician,496000000000000    
13119,China Eastern Airlines,company,241000000000000    
13120,Alexis Tsipras,politician,12224403053    
13121,MECDigital - Ministerio de Educación y Ciencias - Paraguay,government,162000000000000    
13122,NSW SES Mosman Unit,government,224000000000000    
13123,M&M's España,company,339000000000    
13124,MAD Magazine,company,116000000000000    
13125,Telegraph Ski and Snowboard,company,259000000000000    
13126,Allianz,company,649000000000000    
13127,Social Tools,company,267000000000000    
13128,Bass Pro Shops,company,140000000000    
13129,Météo à la carte,tvshow,300000000000000    
13130,U.S. Election Assistance Commission,government,865000000000000    
13131,Europ Assistance,company,365000000000000    
13132,Nestum,company,332000000000000    
13133,Pernille Schnoor,politician,937000000000000    
13134,Peter Dutton,politician,553000000000000    
13135,Skyscanner,company,110000000000    
13136,Leão Fuze,company,141000000000000    
13137,Mensonges,tvshow,354000000000000    
13138,John Kasich,politician,77590795932    
13139,Be Ready Utah,government,416000000000000    
13140,New Girl,tvshow,222000000000000    
13141,Eric Ciotti,politician,141000000000000    
13142,高嘉瑜,politician,202000000000    
13143,富邦人壽是怎young,company,150000000000000    
13144,La Previa,tvshow,320000000000000    
13145,Chrys Kefalas,politician,147000000000000    
13146,The Challenge,tvshow,102000000000    
13147,Tennessee Department of Intellectual and Developmental Disabilities,government,174000000000000    
13148,Jens Niklaus,politician,140000000000000    
13149,CDC National Environmental Public Health Tracking Network,government,105000000000000    
13150,L'OCCITANE en Provence,company,167000000000    
13151,Rob Oliphant,politician,14064064197    
13152,Durex,company,124000000000    
13153,"Australia’s Outback, Northern Territory",company,342000000000000    
13154,"Charlie Battery, 1-38 FA",government,128000000000000    
13155,Dunwoody Police Department,government,211000000000    
13156,Grace and Frankie,tvshow,265000000000000    
13157,Programa Nacional de Becas y Crédito Educativo del Perú,government,247000000000000    
13158,Sin Identidad,tvshow,611000000000000    
13159,Ministère des Domaines de l'Etat et des Affaires Foncières - Tunisie,government,259000000000000    
13160,Jörg Berens,politician,1620000000000000    
13161,Josh Shapiro,politician,198000000000000    
13162,Helse- og omsorgsdepartementet (Norge),government,122000000000    
13163,Francesco Bonifazi,politician,1860000000000000    
13164,Agora Na Política,government,193000000000000    
13165,Arbeids- og sosialdepartementet (Norge),government,899000000000000    
13166,The Voice Albania / The Voice Kids Albania,tvshow,186000000000000    
13167,Jour Polaire,tvshow,1420000000000000    
13168,Healthy Choice,company,17005647606    
13169,Flor Ayala,politician,108000000000000    
13170,India Votes,government,569000000000000    
13171,紫色大稻埕,tvshow,534000000000000    
13172,Marcello Pittella,politician,176000000000000    
13173,Marco Scibona Cittadino in Senato,politician,155000000000000    
13174,"Australian Embassy, Sweden",government,1620000000000000    
13175,Carsten Schneider,politician,108000000000000    
13176,Pompeo de Mattos,politician,266000000000000    
13177,Foreign Correspondent,tvshow,98830293294    
13178,Detlev Pilger,politician,370000000000000    
13179,Peter Khalil,politician,1610000000000000    
13180,ModCloth,company,9481787170    
13181,Kementerian PPN/Bappenas,government,153000000000000    
13182,L'OCCITANE en Provence,company,163000000000000    
13183,Bis,company,122000000000000    
13184,VA Texas Valley Coastal Bend Health Care System,government,196000000000    
13185,3 Sverige,company,66188646186    
13186,British Army University Officers' Training Corps - UOTC,government,993000000000000    
13187,Samsung,company,322000000000    
13188,Editorial SM México,company,491000000000000    
13189,Stay Army Reserve,government,115000000000000    
13190,Milwaukee VA Medical Center,government,344000000000    
13191,Philippine Information Agency,government,488000000000000    
13192,Uwe Schwarz,politician,416000000000000    
13193,"Dagmar Freitag, Mitglied des Deutschen Bundestages",politician,352000000000000    
13194,Oficiul Național al Registrului Comerțului,government,355000000000000    
13195,Amigos de Walter Torres Maldonado,politician,1030000000000000    
13196,Georgia State Parks & Historic Sites Division - Georgia DNR,government,220000000000    
13197,State Historical Society of Iowa,government,272000000000000    
13198,Kolinda Grabar-Kitarović,politician,309000000000000    
13199,Caught on Camera,tvshow,104000000000000    
13200,Ambasada României în Regatul Țărilor de Jos,government,447000000000000    
13201,Marcolin,company,113000000000000    
13202,Päästeamet,government,145000000000000    
13203,Gilbert Police Department,government,179000000000000    
13204,防衛省(学生向け),government,339000000000000    
13205,ESET,company,143000000000000    
13206,Lucky 7,tvshow,175000000000000    
13207,Disney voor Mama's,company,375000000000000    
13208,T.C. Dakka Büyükelçiliği / Turkish Embassy in Dhaka,government,426000000000000    
13209,T4F,company,130000000000000    
13210,Vietnam Idol,tvshow,142000000000000    
13211,Australia Awards,government,154000000000000    
13212,The U.S. Department of the Treasury,government,1880000000000000    
13213,Union européenne en Guinée,government,188000000000000    
13214,LU,company,317000000000000    
13215,Migros Türkiye,company,236000000000000    
13216,Penrith NSW State Emergency Service,government,220000000000000    
13217,The Returned,tvshow,1430000000000000    
13218,Mi Mamá Cocina Mejor Que La Tuya,tvshow,1950000000000000    
13219,Meenakshi Lekhi,politician,235000000000000    
13220,Shop Spring,company,238000000000000    
13221,Subway Canada,company,248000000000    
13222,Yannick Jadot,politician,473000000000000    
13223,"National Disaster Management Authority, India",government,231000000000000    
13224,Ministerio de Salud Paraguay,government,140000000000000    
13225,Fort Drum Soldier for Life - Transition Assistance Program,government,119000000000000    
13226,Statistikaamet,government,323000000000    
13227,"Cr. Theo Zographos, Oakleigh Ward",politician,151000000000000    
13228,U.S. Army Garrison Fort Benning,government,266000000000000    
13229,Aero South Africa,company,180000000000000    
13230,U.S.- Mexico Border 2020 / Frontera 2020,government,160000000000    
13231,WWEShop.com,company,154000000000000    
13232,Bev Shipley,politician,142000000000000    
13233,ESET,company,303000000000    
13234,Fremont Police Department,government,207000000000000    
13235,"Tamara Smith, MP",politician,715000000000000    
13236,Icecreamland,company,263000000000000    
13237,Banco Central do Brasil,government,247000000000000    
13238,Microsoft,company,121000000000000    
13239,Ministerio de Trabajo - Paraguay,government,664000000000000    
13240,Alexander Brockmeier,politician,279000000000000    
13241,Apocalipse,tvshow,700000000000000    
13242,US National Weather Service Goodland Kansas,government,105000000000000    
13243,Italiasicura,government,354000000000000    
13244,7-Eleven,company,13457463254    
13245,Flexa Ribeiro,politician,157000000000000    
13246,Senator Kimberley Kitching,politician,441000000000000    
13247,Columbia Sportswear,company,135000000000000    
13248,L'Oréal Talent,company,186000000000000    
13249,Smartly.io,company,572000000000000    
13250,Tía Rosa,company,121000000000000    
13251,Volkswagen,company,257000000000000    
13252,U.S. Pacific Air Forces,government,427000000000    
13253,Volkswagen,company,127000000000000    
13254,Crocs,company,155000000000000    
13255,Командування Сил спеціальних операцій ЗС України,government,1640000000000000    
13256,"Office of Sustainability, City of Austin",government,122000000000000    
13257,Cake Boss,tvshow,72817416193    
13258,Chris Bittle M.P.,politician,362000000000000    
13259,NEXT,tvshow,40765593608    
13260,"Strategy and Innovation, Department of the Navy",government,1610000000000000    
13261,Alannah MacTiernan,politician,323000000000    
13262,Europ Assistance,company,212000000000000    
13263,German Consulate General Boston,government,121000000000000    
13264,U.S. Embassy Luxembourg,government,55786706961    
13265,Anthony Rota,politician,667000000000000    
13266,Historic England,government,489000000000000    
13267,David McAllister,politician,340000000000000    
13268,Mike Albano,politician,247000000000000    
13269,Stephan Toscani,politician,149000000000000    
13270,Getting On,tvshow,559000000000000    
13271,Lazada,company,652000000000000    
13272,Maryland State Parks,government,359000000000    
13273,Diana Golze,politician,214000000000000    
13274,American Tourister,company,287000000000000    
13275,Coatesville VA Medical Center,government,164000000000000    
13276,Deputado Federal Zé Silva,politician,224000000000000    
13277,Nederland en het WK2014,government,623000000000000    
13278,Andy Harris,politician,114000000000000    
13279,Embajada del Perú en Bélgica,government,525000000000000    
13280,"Hans Herold, MdL",politician,116000000000000    
13281,Manulife,company,154000000000000    
13282,Camping paradis,tvshow,193000000000000    
13283,easyJet,company,137000000000000    
13284,Kenneth Leung 梁繼昌,politician,377000000000000    
13285,Embassy of Canada to Chile,government,201000000000000    
13286,Floriano Pesaro,politician,268000000000000    
13287,Storage Wars: Texas on A&E,tvshow,209000000000000    
13288,Arne Boelt,politician,157000000000000    
13289,Nuno Melo,politician,205000000000    
13290,Qatar Museums,government,73771765980    
13291,Gulf Islands National Park Reserve,government,184000000000000    
13292,Chipotle Mexican Grill,company,181000000000000    
13293,Ministère du Transport - وزارة النقل,government,113000000000000    
13294,European Commission,government,108000000000000    
13295,Söngvakeppnin,tvshow,145000000000000    
13296,Teachers on TV Land,tvshow,106000000000000    
13297,US National Weather Service Wichita Kansas,government,214000000000000    
13298,Pyramide,tvshow,466000000000000    
13299,Noida Traffic Police,government,193000000000000    
13300,U.S. Embassy Berlin,government,111000000000000    
13301,Faites Danser le Monde,tvshow,742000000000000    
13302,CBS Dream Team,tvshow,212000000000000    
13303,Embajada de Suiza ante Paraguay,government,285000000000000    
13304,CT State Historic Preservation Office,government,752000000000000    
13305,Kerry McCarthy,politician,147000000000000    
13306,Shark Tank Australia,tvshow,350000000000000    
13307,Little Bites,company,622000000000000    
13308,mydays,company,199000000000000    
13309,DOITT - NYC Government Tech,government,105000000000000    
13310,Dänische Botschaft in Deutschland,government,459000000000000    
13311,"3rd Squadron, 71st Cavalry Regiment     ""The Ghost Squadron""",government,366000000000    
13312,McDonald's,company,280000000000    
13313,Yama Sakura,government,470000000000000    
